title,host_is_superhost,neighbourhood,city,state,zipcode,latitude,longitude,property_type,price,has_availability,number_of_reviews
Downtown Home Sleeps 8,f,Queen Anne,Seattle,WA,98109,47.63021399726570,-122.34761508911000,House,349.00,t,34
Top Floor Condo w/ View -Queen Anne,f,Queen Anne,Seattle,WA,98109,47.62954816309300,-122.3465965676030,Apartment,105.00,t,1
Queen Anne Garden Getaway,t,Queen Anne,Seattle,WA,98109,47.63376670078830,-122.34461541236200,Apartment,145.00,t,10
City view in large urban condo,f,Queen Anne,Seattle,WA,98109,47.63444163867190,-122.34378414723500,Apartment,150.00,t,15
Spectacular Queen Anne View Condo,f,Queen Anne,Seattle,WA,98109,47.63211912885080,-122.34681925491100,Condominium,275.00,t,1
"Top of QA Hill, SUPER CHARMING apt",f,Queen Anne,Seattle,WA,98109,47.630434651754400,-122.35017116506400,Apartment,165.00,t,7
Remodeled Historic House in WestLk,f,Queen Anne,Seattle,WA,98109,47.638406836124200,-122.34407700488300,House,196.00,t,1
Queen Anne Condo ,f,Queen Anne,Seattle,WA,98109,47.62900387234050,-122.34382334831300,Apartment,195.00,t,28
SPECTACULAR SPACE IN QUIET PLACE,f,Queen Anne,Seattle,WA,98109,47.639358667537100,-122.34402874897700,Apartment,200.00,t,7
The Gallery - Lake Union View Room,t,Queen Anne,Seattle,WA,98109,47.64011972075070,-122.3445298134500,House,90.00,t,36
Charming Westlake Apt with a View!,f,,Seattle,WA,98109,47.638157777568800,-122.34415740858200,Apartment,100.00,t,0
Modern apartment with AMAZING view!,f,Queen Anne,Seattle,WA,98109,47.63987162110590,-122.34183446186600,Apartment,125.00,t,16
Queen Anne Classic Victorian 3 Bdrm,f,Queen Anne,Seattle,WA,98109,47.63214523371970,-122.35064869111700,House,250.00,t,4
Private Room and Patio with View,t,Westlake,Seattle,WA,98109,47.634532624200100,-122.34379009996200,House,130.00,t,23
Top of Queen Anne on Highland Drive,f,Queen Anne,Seattle,WA,98109,47.62994743327770,-122.35138796733900,Apartment,209.00,t,1
Queen Anne Mother-In-Law 1br/1bath,t,Queen Anne,Seattle,WA,98109,47.631921428247100,-122.34852025483600,Apartment,110.00,t,61
Modern Seattle Apartment with gym!,f,Queen Anne,Seattle,WA,98109,47.64154276225780,-122.34466124326800,Apartment,90.00,t,50
Cozy Queen Anne Cottage,f,Queen Anne,Seattle,WA,98109,47.6381290280144,-122.35237403416500,House,90.00,t,55
Queen Anne Living,f,Queen Anne,Seattle,WA,98109,47.63279987984940,-122.34655790024500,Apartment,130.00,t,1
Breathtaking Views Near City,f,Lower Queen Anne,Seattle,WA,98109,47.630826689711000,-122.35622983327000,Apartment,175.00,t,1
"Luxurious, Modern, Panoramic Views",t,Queen Anne,Seattle,WA,98109,47.632756398999600,-122.34698651876300,House,749.00,t,12
"Queen Anne 2-Bedroom, 2-Bath Condo",f,Queen Anne,Seattle,WA,98109,47.62846483912500,-122.34654808940300,Condominium,115.00,t,2
Le Penthouse,t,Queen Anne,Seattle,WA,98109,47.64236917257360,-122.34408644762200,Apartment,165.00,t,26
Queen Anne Comfort,f,Queen Anne,Seattle,WA,98109,47.6293876955458,-122.34592466867200,Apartment,109.00,t,0
Modern Open Studio,f,Queen Anne,Seattle,WA,98119,47.63685503386990,-122.3568734622370,Apartment,80.00,t,1
Queen Anne - Cozy 3 BD View/Parking,t,Queen Anne,Seattle,WA,98109,47.636302850564200,-122.34782710866700,House,285.00,t,53
Meditteranean Style Queen Anne Home,f,Queen Anne,Seattle,WA,98109,47.63321404453070,-122.35493979697100,House,80.00,t,13
Furnished private room/new building,f,Queen Anne,Seattle,WA,98109,47.6294311046409,-122.34529372563900,Condominium,75.00,t,0
"Stunning Water View, Spacious Condo",f,,Seattle,WA,98109,47.63770584557100,-122.34398776349200,Apartment,68.00,t,4
Luminous and Comfortable,f,Queen Anne,Seattle,WA,98109,47.62917175156000,-122.34747869430600,Apartment,85.00,t,0
"Heart of Seattle, minutes to it all",t,Queen Anne,Seattle,WA,98109,47.64219185671590,-122.34643033714600,Apartment,125.00,t,32
Apt on Lake Union & inHeart of City,f,Queen Anne,Seattle,WA,98109,47.64034606220690,-122.34208824893000,Apartment,110.00,t,53
Luxury in Queen Anne very walkable!,f,Queen Anne,Seattle,WA,98109,47.62905146544940,-122.35098931248800,House,600.00,t,8
"2 bedroom & 2 bath, large deck VIEW",f,Queen Anne,Seattle,WA,98109,47.629834373737200,-122.34687216497700,Apartment,235.00,t,2
"Queen Ann, central neighborhood",f,Queen Anne,Seattle,WA,98109,47.64051552579720,-122.34450402727100,Apartment,75.00,t,7
Location and View in Queen Anne,f,Queen Anne,Seattle,WA,98109,47.63000397302040,-122.34512025210600,Apartment,95.00,t,1
Classy Seattle Apartment and gym,f,Queen Anne,Seattle,WA,98109,47.64103957706410,-122.34440379321100,Apartment,103.00,t,49
Cute & Tidy by Seattle Center!,f,Queen Anne,Seattle,WA,98109,47.63111241577230,-122.34396424619300,Apartment,120.00,t,59
Spacious Apt in Queen Anne,f,Queen Anne,Seattle,WA,98109,47.640468037954100,-122.35576374487100,House,95.00,t,0
"Lake Union view, 5 min to downtown!",f,Queen Anne,Seattle,WA,98109,47.63953891558460,-122.34484750829400,Apartment,143.00,t,0
View of Lake Union,t,Queen Anne,Seattle,WA,98109,47.640711112744400,-122.34631792958200,Apartment,99.00,t,18
"Private ""in house"" guest suite ",t,Queen Anne,Seattle,WA,98109,47.64145197176000,-122.3528848146090,House,142.00,t,63
Steps away from Lake Union,f,Queen Anne,Seattle,WA,98109,47.64387482741460,-122.34614433037500,Apartment,150.00,t,16
Spacious Queen Anne Craftsman,f,Queen Anne,Seattle,WA,98109,47.63911467903460,-122.3542986237150,House,295.00,t,4
Queen Anne Jewel,f,Queen Anne,Seattle,WA,98109,47.640323324852400,-122.34938628124100,House,335.00,t,3
Cozy 1 BR apt. In Queen Anne,f,,Seattle,WA,98109,47.62963743240050,-122.35616910345700,Apartment,60.00,t,0
Charming Queen Anne Hill Craftsman,f,Queen Anne,Seattle,WA,98109,47.637037588516700,-122.35311103362500,House,250.00,t,2
1905 Craftsman in Ideal Location!,t,Queen Anne,Seattle,WA,98109,47.63394911960190,-122.34969113411300,House,499.00,t,14
Spacious 3BR/2BA  Family Home,f,,Seattle,WA,98109,47.637867516806300,-122.35306449740900,House,350.00,t,9
Secret Garden Bungalow,f,Queen Anne,Seattle,WA,98109,47.6373655271738,-122.35234397791700,Bungalow,156.00,t,11
2BR Apt in Lovely Queen Anne Home,f,Queen Anne,Seattle,WA,98109,47.63784753756460,-122.35358689021100,Apartment,200.00,t,11
Best Seattle Location!,f,,Seattle,WA,98119,47.63180065694060,-122.35599765681300,Apartment,180.00,t,1
Central 1-BR with Lake Union View,f,Queen Anne,Seattle,WA,98109,47.63831371623400,-122.34293120979900,Apartment,103.00,t,1
Everything you need in Lower Q. A.!,f,Queen Anne,Seattle,WA,98109,47.628336410983000,-122.34633351817800,Apartment,99.00,t,115
lakeview in QueenAnne near Fremont,f,Queen Anne,Seattle,WA,98109,47.64007889186830,-122.3452415261880,Apartment,94.00,t,6
Cozy 1BR/1BA Apartment,f,Queen Anne,Seattle,WA,98109,47.638925421559,-122.35628823238500,Apartment,160.00,t,10
"Heart of Seattle, Water & city view",t,Queen Anne,Seattle,WA,98109,47.64001746321100,-122.34512962576200,Apartment,129.00,t,21
Westlake luxury loft with lake view,f,Queen Anne,Seattle,WA,98109,47.638790428511300,-122.3415790051680,Loft,219.00,t,5
Spacious & Clean 1 bedroom Apt.,f,Queen Anne,Seattle,WA,98109,47.629195307100500,-122.34803448837100,Apartment,91.00,t,5
Cute vintage flat 10 min to it all!,f,Queen Anne,Seattle,WA,98109,47.63933710162690,-122.34429137032300,Apartment,75.00,t,53
Highland Hideaway SpaceNeedle View,t,Queen Anne,Seattle,WA,98109,47.63033292131740,-122.347626924165,Apartment,99.00,t,106
Sunny Home w/ Views in Wallingford,t,Wallingford,Seattle,WA,98103,47.65386101204190,-122.33849652099600,House,300.00,t,24
"Furnished, great spot, near UW",f,Wallingford,Seattle,WA,98105,47.667729991731800,-122.3268727001240,House,150.00,t,0
Designer 2 Bdrm Fremont/Wallingford,f,Fremont,Seattle,WA,98103,47.66144065343330,-122.34395296186700,Apartment,149.00,t,11
Beautiful Loft Apartment UW ,f,Wallingford,Seattle,WA,98103,47.661669033175000,-122.33374306236100,Loft,75.00,t,1
Wallingford Private 1BD Apartment,f,Wallingford,Seattle,WA,98103,47.65317215961200,-122.3372993893040,Apartment,95.00,t,79
Modern Green Lake Apartment,f,Wallingford,Seattle,WA,98103,47.66458664481400,-122.33305766787000,Apartment,100.00,t,52
"Charm, convenience in Wallingford",f,Wallingford,Seattle,WA,98103,47.66407098417640,-122.33537936202700,House,250.00,t,1
Sunny Bedroom w/View: Wallingford,t,Wallingford,Seattle,WA,98103,47.653898557321500,-122.3380691939340,House,105.00,t,13
Airy Green Lake Craftsman,f,,Seattle,WA,98105,47.67094939067510,-122.32474046736400,House,74.00,t,20
Cozy Green Lake Cottage,t,,Seattle,WA,98103,47.666182735594600,-122.33461063169400,House,140.00,t,30
GreenLake - Modern and Convenient,t,Wallingford,Seattle,WA,98105,47.67150263280100,-122.3278906401910,Apartment,130.00,t,14
Chic In City  Basement Apartment,f,Wallingford,Seattle,WA,98105,47.66546743318310,-122.32357372932900,Apartment,110.00,t,27
A+ Home for 2-8 near Green Lake-UW,f,Wallingford,Seattle,WA,98103,47.66698490125300,-122.33940217876600,House,199.00,t,5
Wallingford Terrace Garden,f,,Seattle,WA,98103,47.65373805266100,-122.33898023342300,House,209.00,t,5
Private Greenlake Studio Apartment ,t,Wallingford,Seattle,WA,98103,47.66895679099420,-122.33778254712900,House,100.00,t,28
Charming Wallingford Apartment,f,Wallingford,Seattle,WA,98103,47.655884937674100,-122.33213596885500,Apartment,110.00,t,97
Cozy 1BD Apartment in Wallingford.,f,Wallingford,Seattle,WA,98103,47.65163618936750,-122.33862181944800,Apartment,104.00,t,15
Classic Seattle/Wallingford Home,f,Wallingford,Seattle,WA,98103,47.66540203117210,-122.33938691677300,House,200.00,t,3
Brick Colonial in Wallingford,f,,Seattle,WA,98103,47.65361625263690,-122.33255974968400,House,99.00,t,1
Relax with a CANNACATION  getaway!,t,,Seattle,WA,98103,47.66474421816980,-122.33817376864800,House,90.00,t,43
Contemporary 2 Bedroom Apartment,t,Wallingford,Seattle,WA,98105,47.6658556433007,-122.32269067037300,Apartment,135.00,t,71
Cozy 1920s Wallingford Home,f,Wallingford,Seattle,WA,98103,47.656355151737700,-122.33810372251100,House,122.00,t,9
Charming Artistic Studio Apartment,f,Wallingford,Seattle,WA,98103,47.66014668205190,-122.34153026794400,Apartment,80.00,t,3
Upper House near UW and Greenlake,f,Wallingford,Seattle,WA,98103,47.666920146015300,-122.33879416148400,House,158.00,t,1
Nice One bedroom in Fremont!,f,Wallingford,Seattle,WA,98103,47.65158617574110,-122.3399027062470,Apartment,90.00,t,11
Full Apt w/ Garden- cozy and light,f,Wallingford,Seattle,WA,98103,47.65595529400550,-122.33215539804300,Apartment,100.00,t,1
"Seattle Home Near Downtown, UW",f,,Seattle,WA,98103,47.659911781579,-122.33768605553900,House,89.00,t,4
Cozy basement in Wallingford home,f,Wallingford,Seattle,WA,98103,47.66103159060860,-122.33516407166200,House,125.00,t,12
Wallingford living room w/ air bed,f,,Seattle,WA,98103,47.668363121514400,-122.33888694146100,Apartment,42.00,t,1
Craftsman with Private Bath & A/C,t,Wallingford,Seattle,WA,98103,47.66369538720740,-122.33622518099100,House,65.00,t,61
Urban oasis in Wallingford home,f,Wallingford,Seattle,WA,98103,47.65611906078060,-122.33903153017900,House,100.00,t,49
Cozy Room & Sleeping Nook,f,Wallingford,Seattle,WA,98105,47.661282947712700,-122.32683595803000,House,40.00,t,0
Classic Craftsman with Modern Touch,f,Wallingford,Seattle,WA,98103,47.66107312509290,-122.33349810116500,House,185.00,t,0
Great 1 Bedroom in Greenlake,f,Wallingford,Seattle,WA,98103,47.669802242996700,-122.33853950847000,Apartment,40.00,t,4
Private room w Q-size bed a view,f,Wallingford,Seattle,WA,98105,47.6558966497027,-122.32653464093600,Apartment,70.00,t,4
Lake Union Hacker House - 2FL 4p 2L,f,Wallingford,Seattle,WA,98103,47.65085837675030,-122.33133778707700,House,40.00,t,0
"Art filled, quiet, walkable Seattle",f,,Seattle,WA,98103,47.66150338637420,-122.33425704669000,Apartment,70.00,t,0
Mother-in-Law Apartment in Seattle,f,Wallingford,Seattle,WA,98103,47.669227809393700,-122.3351737225180,Apartment,110.00,t,35
Wallingford Burke Retreat,t,Wallingford,Seattle,WA,98103,47.664147454320700,-122.33424953721800,Apartment,99.00,t,10
The Silhouette - Lake Union Seattle,f,,Seattle,WA,98103,47.64857217450710,-122.34075910815400,Boat,680.00,t,6
Warm family home w/ hot tub + honey,f,Wallingford,Seattle,WA,98105,47.657070978513800,-122.32388010549500,House,195.00,t,2
YELLOW SUITE - super clean-new bed,t,Wallingford,Seattle,WA,98103,47.66735093611900,-122.33992279997900,House,55.00,t,86
Eclectic 1bd apt in Wallingford,f,Wallingford,Seattle,WA,98103,47.66243175651930,-122.34679235102000,Apartment,90.00,t,0
Craftsman w/ Hot Tub *Jan/Feb deal*,f,Wallingford,Seattle,WA,98103,47.6508909185423,-122.3335344192160,Apartment,119.00,t,17
Spacious 3bd/2ba Green Lake Home,t,Green Lake,Seattle,WA,98115,47.67206214826000,-122.32492826355100,House,175.00,t,26
"Bright, Central, and Cozy Bedroom",t,Wallingford,Seattle,WA,98103,47.65215975992440,-122.33943011802300,House,65.00,t,7
Cute comfy room in central location,f,Wallingford,Seattle,WA,98103,47.662289397906300,-122.34609005160800,Apartment,75.00,t,11
2 - bedroom near UW and Greenlake,f,Wallingford,Seattle,WA,98103,47.66668939085140,-122.33927120405700,House,126.00,t,12
Quiet Room Near UW & Green Lake,f,Wallingford,Seattle,WA,98103,47.66667110358890,-122.33260174961900,House,70.00,t,63
Cozy Private Greenlake Apartment,t,Wallingford,Seattle,WA,98103,47.67065921638420,-122.33596188370100,Apartment,90.00,t,54
"Wallingford, Private 1Bd Apartment!",f,Wallingford,Seattle,WA,98103,47.65430640018780,-122.33022622207300,Apartment,129.00,t,28
Wallingford  5 bed 2 bath near UW,f,Wallingford,Seattle,WA,98105,47.659400414593500,-122.32450712276400,House,225.00,t,29
Lake Union Hacker House - 1FL 4p 2L,f,Wallingford,Seattle,WA,98103,47.64970820103400,-122.33101527388100,House,40.00,t,6
Lake Union Hacker House - 3FL 2p L,f,Wallingford,Seattle,WA,98103,47.6509338347498,-122.33132580833800,House,50.00,t,1
Lake Union Hacker House - 3FL 4p 2U,f,Wallingford,Seattle,WA,98103,47.650972509616600,-122.33088417302600,House,40.00,t,7
Lake Union Hacker House - 2FL 4p 2U,f,Wallingford,Seattle,WA,98103,47.65002386715330,-122.33280306183400,House,40.00,t,1
"Seattle Sunyside Suite, private 2BR",t,Wallingford,Seattle,WA,98103,47.66182279618640,-122.32930066581300,Apartment,95.00,t,64
Wallingford Apt. with Sleeping Loft,f,Wallingford,Seattle,WA,98103,47.66140493966290,-122.3454721739560,Apartment,175.00,t,39
Bright 2 BR suite in Wallingford,f,Wallingford,Seattle,WA,98105,47.65736191503490,-122.32762492574600,House,160.00,t,37
Lake Union Hacker House - 3FL 2p U,f,,Seattle,WA,98103,47.64985411901640,-122.3306847925710,House,40.00,t,2
Lake Union Hacker House - 1FL 4p 1U,f,,Seattle,WA,98103,47.6512939217661,-122.33103178451700,House,40.00,t,0
South Wallingford Casita,t,Wallingford,Seattle,WA,98103,47.649830611121300,-122.33433135676100,Apartment,120.00,t,32
"Wallingford haven, private full apt",t,Wallingford,Seattle,WA,98103,47.65945121010360,-122.32913667001700,House,66.00,t,33
 Walking distance to Greenlake.,f,Wallingford,Seattle,WA,98103,47.669479057894500,-122.32944149387300,House,55.00,t,207
The Wallingford Bungalow,f,Wallingford,Seattle,WA,98103,47.66097944489600,-122.33348297952600,House,350.00,t,0
Great Greenlake studio apartment ,t,Wallingford,Seattle,WA,98105,47.66846777167290,-122.3266958030200,House,85.00,t,37
GREENLAKE HOME - Great location!,f,Wallingford,Seattle,WA,98103,47.665213571557,-122.3367529584820,House,175.00,t,45
Convenient Apt Central Wallingford,f,Wallingford,Seattle,WA,98103,47.66116477884380,-122.33684627403600,Apartment,105.00,t,1
1911 House in Wallingford/Fremont,f,Wallingford,Seattle,WA,98103,47.65098656428650,-122.34170482145800,House,55.00,t,203
Wallingford 2 Bedroom Cozy Craftman,f,Wallingford,Seattle,WA,98103,47.65512858293510,-122.33528820422300,House,150.00,t,6
Lake Union Hacker House - 2FL 4p 1U,f,Wallingford,Seattle,WA,98103,47.65021118760790,-122.33203477904000,House,40.00,t,6
Big sunny central house with view!,f,Wallingford,Seattle,WA,98103,47.65055155589550,-122.3305886624660,House,59.00,t,182
Modern and Cozy Bedroom,f,Wallingford,Seattle,WA,98105,47.66286984193,-122.3248900919910,House,80.00,t,3
Cute Green Lake Cabin,f,Wallingford,Seattle,WA,98103,47.666596240935000,-122.33791231361200,House,200.00,t,3
Cozy Greenlake basement studio,f,Wallingford,Seattle,WA,98103,47.663301286140500,-122.34345865259800,House,60.00,t,14
"Cozy charming 1905 cottage, S room",f,Wallingford,Seattle,WA,98103,47.65809327062870,-122.33171648220500,House,59.00,t,86
Family-Ready Craftsman Home,f,Wallingford,Seattle,WA,98105,47.657672362907600,-122.32584829272100,House,575.00,t,5
Lake Union Hacker House - 3FL 4p 1U,f,Wallingford,Seattle,WA,98103,47.65020660581190,-122.3311042722250,House,40.00,t,4
Bright 1BR Wallingford and Fremont,f,,Seattle,WA,98103,47.64952915650780,-122.33217737474200,House,139.00,t,21
Wallingford Terrace Sky,f,Wallingford,Seattle,WA,98103,47.65372000225720,-122.33838833446600,Apartment,70.00,t,12
Wallingford Craftsman 1 BR apt,f,Wallingford,Seattle,WA,98103,47.650596355889900,-122.33403785270700,Apartment,85.00,t,35
2BR/1BA Open-Concept Condo,f,Fremont,Seattle,WA,98103,47.657878955656600,-122.34179972269000,Apartment,259.00,t,1
Private Room in Wallingford Apt.,f,Wallingford,Seattle,WA,98105,47.661893831846700,-122.32374943731700,Apartment,39.00,t,0
Private Bedroom & Bath; Modern Home,t,Wallingford,Seattle,WA,98103,47.662667842218800,-122.34504411165400,House,70.00,t,66
Greenlake Classic 2 Bdrm Craftsman,f,Wallingford,Seattle,WA,98105,47.6699022378915,-122.32404868714600,House,166.00,t,2
"Modern, private 1BR basement apt",t,Wallingford,Seattle,WA,98103,47.66400538383210,-122.3283365610620,House,99.00,t,70
Sunny Corner Apartment Wallingford,t,Wallingford,Seattle,WA,98103,47.65934280176170,-122.33193947567300,Apartment,110.00,t,25
Modern Wallingford 1 Bedroom,f,Wallingford,Seattle,WA,98103,47.662630628787800,-122.3461181734980,Apartment,100.00,t,6
Charming 3BR home in Wallingford,f,Wallingford,Seattle,WA,98103,47.6551029666014,-122.33604357704400,House,250.00,t,5
Floating Home~Huge Deck~Kayaks~Bike,f,Wallingford,Seattle,WA,98103,47.64734509722330,-122.33348616103400,House,150.00,t,2
Craftsman Home in Wallingford!,f,Wallingford,Seattle,WA,98105,47.66214454021590,-122.32401692473300,House,200.00,t,2
Sunny Apartment in Wallingford,t,,Seattle,WA,98103,47.653210087388600,-122.33997084506700,Apartment,95.00,t,1
Lake Union Hacker House - 1FL 4p 2U,f,Wallingford,Seattle,WA,98103,47.6509424526273,-122.33258893048500,House,40.00,t,6
Walkable bungalow with private yard,f,Wallingford,Seattle,WA,98103,47.653553822647200,-122.32896848495700,House,215.00,t,5
Charming Seattle basement apartment,t,Wallingford,Seattle,WA,98103,47.66436892647990,-122.33063560194800,Apartment,110.00,t,46
Greenlake bungalow,f,Wallingford,Seattle,WA,98105,47.670252754668300,-122.32888555903600,House,249.00,t,1
Lovely 3 bedroom craftsman home!,f,Wallingford,Seattle,WA,98103,47.66031845198720,-122.33190515117800,House,295.00,t,41
"Fab, private seattle urban cottage!",f,Wallingford,Seattle,WA,98103,47.6541086069472,-122.33760528816500,Apartment,90.00,t,52
Lake Union Hacker House - 2FL 2p U,f,,Seattle,WA,98103,47.64996079853610,-122.33270150932100,House,40.00,t,0
Quaint Wallingford Studio,f,Wallingford,Seattle,WA,98103,47.65769988179400,-122.33415131299300,Apartment,85.00,t,5
